employee_id,project_id,date,planned_hours,actual_hours,capacity
E006,P002,2026-04-22,6.75,5.14,8.0
E007,P003,2026-04-22,2.0,2.83,4.0
E008,P001,2026-04-22,3.87,2.07,4.0
E009,P001,2026-04-22,2.22,2.15,7.2
E010,P001,2026-04-22,5.77,6.63,6.0
E001,P003,2026-04-23,2.86,1.38,7.2
E002,P002,2026-04-23,6.47,7.18,8.0
E003,P003,2026-04-23,1.27,2.53,4.0
E004,P001,2026-04-23,5.74,4.74,7.2
E005,P003,2026-04-23,4.12,5.45,7.2
E006,P003,2026-04-23,5.02,4.01,8.0
E007,P001,2026-04-23,2.2,1.35,4.0
E008,P003,2026-04-23,0.77,0.41,4.0
E009,P002,2026-04-23,2.41,3.34,7.2
E010,P002,2026-04-23,3.63,2.62,6.0
E001,P001,2026-04-24,2.06,1.79,7.2
E002,P003,2026-04-24,5.42,3.71,8.0
E003,P002,2026-04-24,1.5,3.27,4.0
E004,P001,2026-04-24,5.65,6.58,7.2
E005,P003,2026-04-24,1.43,1.11,7.2
E006,P002,2026-04-24,4.81,6.77,8.0
E007,P002,2026-04-24,3.77,5.42,4.0
E008,P002,2026-04-24,1.8,3.71,4.0
E009,P002,2026-04-24,6.99,5.44,7.2
E010,P002,2026-04-24,3.33,2.09,6.0
E001,P001,2026-04-25,1.47,1.55,7.2
E002,P003,2026-04-25,2.11,0.94,8.0
E003,P001,2026-04-25,2.96,3.48,4.0
E004,P002,2026-04-25,4.97,3.54,7.2
E005,P003,2026-04-25,0.55,0.0,7.2
E006,P002,2026-04-25,0.55,0.27,8.0
E007,P003,2026-04-25,2.49,3.09,4.0
E008,P002,2026-04-25,2.57,3.38,4.0
E009,P002,2026-04-25,1.81,2.51,7.2
E010,P001,2026-04-25,4.03,4.37,6.0
E001,P003,2026-04-26,1.95,2.34,7.2
E002,P001,2026-04-26,1.39,0.0,8.0
E003,P001,2026-04-26,0.62,2.4,4.0
E004,P002,2026-04-26,6.76,4.79,7.2
E005,P002,2026-04-26,4.5,4.0,7.2
E006,P001,2026-04-26,3.27,1.33,8.0
E007,P003,2026-04-26,1.01,0.81,4.0
E008,P001,2026-04-26,0.88,1.78,4.0
E009,P002,2026-04-26,1.36,2.05,7.2
E010,P002,2026-04-26,0.61,0.0,6.0
E001,P002,2026-04-27,2.35,3.91,7.2
E002,P001,2026-04-27,7.32,7.05,8.0
E003,P003,2026-04-27,3.27,3.32,4.0
E004,P003,2026-04-27,0.07,0.42,7.2
E005,P001,2026-04-27,3.94,4.62,7.2
E006,P002,2026-04-27,5.71,4.08,8.0
E007,P001,2026-04-27,3.27,1.47,4.0
E008,P003,2026-04-27,0.12,0.0,4.0
E009,P002,2026-04-27,1.95,0.94,7.2
E010,P003,2026-04-27,2.75,3.68,6.0
E001,P002,2026-04-28,4.3,4.68,7.2
E002,P002,2026-04-28,7.61,8.97,8.0
E003,P002,2026-04-28,1.53,1.51,4.0
E004,P003,2026-04-28,3.92,2.72,7.2
E005,P002,2026-04-28,3.7,2.71,7.2
E006,P003,2026-04-28,4.17,2.45,8.0
E007,P002,2026-04-28,1.71,0.53,4.0
E008,P003,2026-04-28,2.15,1.23,4.0
E009,P001,2026-04-28,6.45,7.11,7.2
E010,P003,2026-04-28,2.73,3.25,6.0
E001,P003,2026-04-29,4.59,5.93,7.2
E002,P002,2026-04-29,5.19,6.94,8.0
E003,P002,2026-04-29,3.3,2.47,4.0
E004,P003,2026-04-29,4.31,3.12,7.2
E005,P002,2026-04-29,3.62,1.84,7.2
E006,P002,2026-04-29,0.23,0.0,8.0
E007,P001,2026-04-29,3.06,2.7,4.0
E008,P002,2026-04-29,1.64,3.33,4.0
E009,P001,2026-04-29,1.16,0.0,7.2
E010,P002,2026-04-29,5.66,6.64,6.0
E001,P003,2026-04-30,5.86,6.6,7.2
E002,P003,2026-04-30,6.45,4.48,8.0
E003,P003,2026-04-30,2.06,2.2,4.0
E004,P001,2026-04-30,5.35,3.65,7.2
E005,P001,2026-04-30,5.96,4.83,7.2
E006,P003,2026-04-30,7.62,6.93,8.0
E007,P002,2026-04-30,1.49,0.58,4.0
E008,P001,2026-04-30,1.27,2.89,4.0
E009,P002,2026-04-30,3.98,4.0,7.2
E010,P002,2026-04-30,3.13,4.31,6.0
E001,P003,2026-05-01,6.03,7.47,7.2
E002,P003,2026-05-01,3.32,1.37,8.0
E003,P001,2026-05-01,0.64,1.34,4.0
E004,P001,2026-05-01,5.2,4.74,7.2
E005,P003,2026-05-01,3.09,4.06,7.2
E006,P001,2026-05-01,5.75,6.68,8.0
E007,P002,2026-05-01,1.19,1.35,4.0
E008,P002,2026-05-01,0.08,0.0,4.0
E009,P002,2026-05-01,6.35,4.83,7.2
E010,P003,2026-05-01,0.63,0.0,6.0
E001,P001,2026-05-02,1.53,0.77,7.2
E002,P003,2026-05-02,0.46,0.03,8.0
E003,P003,2026-05-02,1.34,2.34,4.0
E004,P003,2026-05-02,4.01,3.67,7.2
E005,P002,2026-05-02,6.27,6.99,7.2
E006,P003,2026-05-02,6.03,4.84,8.0
E007,P002,2026-05-02,1.65,3.13,4.0
E008,P002,2026-05-02,0.09,1.87,4.0
E009,P001,2026-05-02,3.57,5.3,7.2
E010,P003,2026-05-02,0.86,1.63,6.0
E001,P003,2026-05-03,0.82,1.88,7.2
E002,P003,2026-05-03,1.63,1.67,8.0
E003,P001,2026-05-03,3.11,3.55,4.0
E004,P003,2026-05-03,0.5,0.39,7.2
E005,P003,2026-05-03,6.38,5.26,7.2
E006,P002,2026-05-03,2.03,0.07,8.0
E007,P001,2026-05-03,2.14,3.49,4.0
E008,P001,2026-05-03,3.5,2.31,4.0
E009,P003,2026-05-03,2.06,2.18,7.2
E010,P001,2026-05-03,1.1,2.52,6.0
E001,P001,2026-05-04,3.49,1.54,7.2
E002,P002,2026-05-04,3.1,4.32,8.0
E003,P003,2026-05-04,1.12,0.0,4.0
E004,P002,2026-05-04,3.45,2.18,7.2
E005,P003,2026-05-04,0.48,1.07,7.2
E006,P001,2026-05-04,3.6,3.66,8.0
E007,P002,2026-05-04,1.73,3.72,4.0
E008,P003,2026-05-04,0.17,0.0,4.0
E009,P003,2026-05-04,2.52,2.01,7.2
E010,P003,2026-05-04,4.24,3.74,6.0
E001,P003,2026-05-05,4.73,5.56,7.2
E002,P003,2026-05-05,3.03,4.36,8.0
E003,P001,2026-05-05,1.49,2.02,4.0
E004,P002,2026-05-05,5.56,5.76,7.2
E005,P001,2026-05-05,4.18,3.89,7.2
E006,P002,2026-05-05,6.26,7.26,8.0
E007,P003,2026-05-05,2.71,3.74,4.0
E008,P003,2026-05-05,2.68,3.17,4.0
E009,P001,2026-05-05,2.78,3.43,7.2
E010,P003,2026-05-05,5.34,6.34,6.0
E001,P001,2026-05-06,1.86,2.28,7.2
E002,P001,2026-05-06,5.23,6.79,8.0
E003,P001,2026-05-06,2.17,3.2,4.0
E004,P002,2026-05-06,2.99,3.84,7.2
E005,P003,2026-05-06,1.33,1.73,7.2
E006,P002,2026-05-06,3.4,5.03,8.0
E007,P003,2026-05-06,0.75,0.0,4.0
E008,P002,2026-05-06,0.53,0.31,4.0
E009,P003,2026-05-06,4.75,5.93,7.2
E010,P002,2026-05-06,4.15,3.21,6.0
E001,P002,2026-05-07,5.39,4.29,7.2
E002,P002,2026-05-07,2.16,0.92,8.0
E003,P002,2026-05-07,1.11,1.73,4.0
E004,P003,2026-05-07,1.91,2.55,7.2
E005,P003,2026-05-07,5.92,5.76,7.2
E006,P003,2026-05-07,1.5,0.0,8.0
E007,P001,2026-05-07,2.99,1.59,4.0
E008,P001,2026-05-07,1.86,0.91,4.0
E009,P001,2026-05-07,6.33,5.3,7.2
E010,P001,2026-05-07,3.78,5.21,6.0
E001,P002,2026-05-08,3.09,1.89,7.2
E002,P003,2026-05-08,7.21,9.19,8.0
E003,P002,2026-05-08,0.38,1.37,4.0
E004,P001,2026-05-08,4.15,2.42,7.2
E005,P003,2026-05-08,7.19,6.5,7.2
E006,P003,2026-05-08,6.41,7.11,8.0
E007,P003,2026-05-08,3.99,2.96,4.0
E008,P003,2026-05-08,1.22,0.49,4.0
E009,P003,2026-05-08,0.16,0.0,7.2
E010,P003,2026-05-08,2.44,0.49,6.0
E001,P001,2026-05-09,1.67,0.0,7.2
E002,P002,2026-05-09,7.33,8.16,8.0
E003,P003,2026-05-09,3.35,3.83,4.0
E004,P003,2026-05-09,6.76,6.42,7.2
E005,P001,2026-05-09,4.23,4.55,7.2
E006,P001,2026-05-09,5.11,6.04,8.0
E007,P002,2026-05-09,2.83,2.39,4.0
E008,P003,2026-05-09,3.47,2.99,4.0
E009,P002,2026-05-09,2.46,2.57,7.2
E010,P003,2026-05-09,2.82,2.59,6.0
E001,P002,2026-05-10,4.68,5.89,7.2
E002,P002,2026-05-10,4.75,2.96,8.0
E003,P003,2026-05-10,3.33,2.78,4.0
E004,P002,2026-05-10,2.69,4.45,7.2
E005,P001,2026-05-10,4.55,2.77,7.2
E006,P003,2026-05-10,5.58,6.17,8.0
E007,P002,2026-05-10,2.22,3.21,4.0
E008,P003,2026-05-10,2.4,1.11,4.0
E009,P002,2026-05-10,3.28,3.95,7.2
E010,P001,2026-05-10,5.69,3.93,6.0
E001,P002,2026-05-11,5.61,6.05,7.2
E002,P003,2026-05-11,3.63,3.45,8.0
E003,P002,2026-05-11,3.64,4.2,4.0
E004,P002,2026-05-11,2.89,1.51,7.2
E005,P001,2026-05-11,6.0,6.57,7.2
E006,P002,2026-05-11,4.67,5.04,8.0
E007,P003,2026-05-11,0.21,0.0,4.0
E008,P002,2026-05-11,0.34,0.77,4.0
E009,P003,2026-05-11,6.36,6.99,7.2
E010,P003,2026-05-11,3.01,4.91,6.0
E001,P003,2026-05-12,5.31,4.46,7.2
E002,P003,2026-05-12,1.0,0.0,8.0
E003,P001,2026-05-12,3.59,4.08,4.0
E004,P003,2026-05-12,4.46,6.22,7.2
E005,P001,2026-05-12,0.45,0.0,7.2
E006,P003,2026-05-12,3.48,3.07,8.0
E007,P001,2026-05-12,3.41,5.16,4.0
E008,P003,2026-05-12,2.21,3.37,4.0
E009,P003,2026-05-12,1.52,0.44,7.2
E010,P002,2026-05-12,1.61,0.02,6.0
E001,P003,2026-05-13,1.06,2.95,7.2
E002,P002,2026-05-13,1.33,0.0,8.0
E003,P003,2026-05-13,3.19,2.5,4.0
E004,P001,2026-05-13,1.67,0.19,7.2
E005,P003,2026-05-13,2.63,2.05,7.2
E006,P001,2026-05-13,0.5,0.0,8.0
E007,P002,2026-05-13,3.59,4.7,4.0
E008,P002,2026-05-13,3.46,2.08,4.0
E009,P003,2026-05-13,0.71,2.03,7.2
E010,P003,2026-05-13,3.38,4.6,6.0
E001,P001,2026-05-14,3.45,4.57,7.2
E002,P002,2026-05-14,2.49,0.51,8.0
E003,P002,2026-05-14,3.5,3.27,4.0
E004,P003,2026-05-14,2.21,3.5,7.2
E005,P002,2026-05-14,2.03,1.49,7.2
E006,P002,2026-05-14,5.8,6.1,8.0
E007,P003,2026-05-14,3.97,4.62,4.0
E008,P002,2026-05-14,1.26,1.41,4.0
E009,P003,2026-05-14,4.05,5.11,7.2
E010,P002,2026-05-14,1.17,1.13,6.0
E001,P001,2026-05-15,3.55,3.48,7.2
E002,P003,2026-05-15,5.26,3.73,8.0
E003,P002,2026-05-15,0.49,1.29,4.0
E004,P003,2026-05-15,5.49,3.99,7.2
E005,P001,2026-05-15,6.41,7.68,7.2
E006,P002,2026-05-15,4.54,4.86,8.0
E007,P002,2026-05-15,3.48,3.09,4.0
E008,P003,2026-05-15,3.73,4.7,4.0
E009,P003,2026-05-15,1.02,1.3,7.2
E010,P001,2026-05-15,1.67,0.55,6.0
E001,P001,2026-05-16,2.93,4.54,7.2
E002,P001,2026-05-16,4.61,4.85,8.0
E003,P002,2026-05-16,0.57,0.07,4.0
E004,P003,2026-05-16,6.76,8.34,7.2
E005,P001,2026-05-16,5.25,5.55,7.2
E006,P001,2026-05-16,1.4,2.09,8.0
E007,P001,2026-05-16,1.01,1.09,4.0
E008,P003,2026-05-16,2.36,3.36,4.0
E009,P001,2026-05-16,6.27,7.44,7.2
E010,P001,2026-05-16,1.39,0.45,6.0
E001,P001,2026-05-17,2.53,0.9,7.2
E002,P002,2026-05-17,1.9,3.69,8.0
E003,P003,2026-05-17,1.17,0.0,4.0
E004,P002,2026-05-17,5.66,6.02,7.2
E005,P001,2026-05-17,3.36,4.4,7.2
E006,P003,2026-05-17,3.9,3.62,8.0
E007,P001,2026-05-17,2.82,4.56,4.0
E008,P002,2026-05-17,1.59,2.9,4.0
E009,P001,2026-05-17,4.86,5.91,7.2
E010,P003,2026-05-17,3.88,2.79,6.0
E001,P003,2026-05-18,6.56,6.6,7.2
E002,P003,2026-05-18,0.99,1.49,8.0
E003,P002,2026-05-18,2.2,1.96,4.0
E004,P002,2026-05-18,7.17,8.36,7.2
E005,P003,2026-05-18,3.23,2.18,7.2
E006,P003,2026-05-18,3.73,4.82,8.0
E007,P001,2026-05-18,2.43,1.56,4.0
E008,P002,2026-05-18,2.78,3.23,4.0
E009,P002,2026-05-18,2.82,3.83,7.2
E010,P003,2026-05-18,3.91,2.75,6.0
E001,P002,2026-05-19,4.88,5.14,7.2
E002,P003,2026-05-19,7.42,6.88,8.0
E003,P002,2026-05-19,0.08,1.38,4.0
E004,P002,2026-05-19,0.63,0.0,7.2
E005,P003,2026-05-19,2.48,0.61,7.2
E006,P003,2026-05-19,2.35,0.52,8.0
E007,P003,2026-05-19,1.06,1.51,4.0
E008,P003,2026-05-19,0.77,0.0,4.0
E009,P002,2026-05-19,6.82,8.36,7.2
E010,P002,2026-05-19,1.66,0.79,6.0
E001,P002,2026-05-20,3.28,3.99,7.2
E002,P001,2026-05-20,5.65,6.14,8.0
E003,P002,2026-05-20,3.18,2.29,4.0
E004,P002,2026-05-20,0.57,0.34,7.2
E005,P001,2026-05-20,0.64,2.61,7.2
E006,P001,2026-05-20,7.48,6.23,8.0
E007,P002,2026-05-20,3.71,1.96,4.0
E008,P001,2026-05-20,0.96,1.8,4.0
E009,P003,2026-05-20,1.08,2.96,7.2
E010,P001,2026-05-20,5.48,4.24,6.0
E001,P002,2026-05-21,0.43,2.05,7.2
E002,P002,2026-05-21,1.42,0.59,8.0
E003,P003,2026-05-21,3.03,1.25,4.0
E004,P003,2026-05-21,3.33,4.79,7.2
E005,P002,2026-05-21,5.16,6.59,7.2
E006,P002,2026-05-21,7.16,8.8,8.0
E007,P003,2026-05-21,1.2,0.0,4.0
E008,P002,2026-05-21,0.76,0.0,4.0
E009,P002,2026-05-21,4.35,5.8,7.2
E010,P002,2026-05-21,1.04,0.98,6.0
E001,P002,2026-05-22,4.91,6.71,7.2
E002,P002,2026-05-22,4.77,4.5,8.0
E003,P001,2026-05-22,2.33,1.89,4.0
E004,P002,2026-05-22,6.5,5.87,7.2
E005,P003,2026-05-22,0.11,0.43,7.2
E006,P001,2026-05-22,6.57,6.83,8.0
E007,P003,2026-05-22,2.8,2.44,4.0
E008,P002,2026-05-22,1.31,0.0,4.0
E009,P003,2026-05-22,1.83,2.95,7.2
E010,P002,2026-05-22,3.46,3.32,6.0
E001,P003,2026-05-23,7.06,5.92,7.2
E002,P001,2026-05-23,7.17,8.3,8.0
E003,P003,2026-05-23,2.63,2.76,4.0
E004,P003,2026-05-23,1.24,1.51,7.2
E005,P003,2026-05-23,4.04,3.03,7.2
E006,P002,2026-05-23,6.35,4.48,8.0
E007,P002,2026-05-23,1.72,1.12,4.0
E008,P003,2026-05-23,0.46,0.0,4.0
E009,P001,2026-05-23,3.3,2.2,7.2
E010,P003,2026-05-23,3.45,2.0,6.0
E001,P002,2026-05-24,2.59,3.88,7.2
E002,P001,2026-05-24,0.61,2.2,8.0
E003,P002,2026-05-24,3.22,2.54,4.0
E004,P002,2026-05-24,1.12,2.46,7.2
E005,P002,2026-05-24,6.57,6.84,7.2
E006,P002,2026-05-24,3.05,4.28,8.0
E007,P002,2026-05-24,3.05,4.17,4.0
E008,P003,2026-05-24,1.21,2.94,4.0
E009,P002,2026-05-24,4.89,3.2,7.2
E010,P003,2026-05-24,3.19,1.32,6.0
E001,P001,2026-05-25,2.24,1.24,7.2
E002,P003,2026-05-25,5.25,7.14,8.0
E003,P001,2026-05-25,3.71,5.09,4.0
E004,P003,2026-05-25,3.01,1.47,7.2
E005,P003,2026-05-25,5.57,3.75,7.2
E006,P003,2026-05-25,0.61,0.03,8.0
E007,P003,2026-05-25,1.61,2.95,4.0
E008,P001,2026-05-25,1.75,3.35,4.0
E009,P002,2026-05-25,0.76,0.18,7.2
E010,P001,2026-05-25,3.19,3.34,6.0
E001,P001,2026-05-26,0.5,0.09,7.2
E002,P003,2026-05-26,0.23,1.86,8.0
E003,P001,2026-05-26,0.88,0.95,4.0
E004,P002,2026-05-26,4.01,2.94,7.2
E005,P003,2026-05-26,5.27,7.1,7.2
E006,P001,2026-05-26,6.69,4.89,8.0
E007,P003,2026-05-26,1.52,0.78,4.0
E008,P003,2026-05-26,0.37,0.0,4.0
E009,P002,2026-05-26,4.88,4.59,7.2
E010,P002,2026-05-26,4.95,3.53,6.0
E001,P001,2026-05-27,0.06,1.83,7.2
E002,P001,2026-05-27,3.45,2.97,8.0
E003,P003,2026-05-27,2.0,1.74,4.0
E004,P003,2026-05-27,3.48,3.54,7.2
E005,P001,2026-05-27,6.49,5.35,7.2
E006,P003,2026-05-27,4.48,5.79,8.0
E007,P003,2026-05-27,3.91,5.78,4.0
E008,P001,2026-05-27,2.91,2.3,4.0
E009,P002,2026-05-27,5.91,5.67,7.2
E010,P001,2026-05-27,2.4,3.53,6.0
E001,P003,2026-05-28,3.27,4.39,7.2
E002,P001,2026-05-28,4.83,5.47,8.0
E003,P001,2026-05-28,1.72,0.94,4.0
E004,P001,2026-05-28,1.3,1.8,7.2
E005,P003,2026-05-28,3.02,3.01,7.2
E006,P003,2026-05-28,3.34,1.98,8.0
E007,P001,2026-05-28,2.26,2.03,4.0
E008,P002,2026-05-28,3.59,1.93,4.0
E009,P002,2026-05-28,2.45,3.67,7.2
E010,P001,2026-05-28,3.97,4.38,6.0
E001,P002,2026-05-29,0.55,0.0,7.2
E002,P001,2026-05-29,6.68,8.58,8.0
E003,P003,2026-05-29,1.06,0.18,4.0
E004,P002,2026-05-29,6.67,6.35,7.2
E005,P002,2026-05-29,1.54,1.22,7.2
E006,P003,2026-05-29,3.14,1.26,8.0
E007,P002,2026-05-29,3.79,4.91,4.0
E008,P003,2026-05-29,1.23,0.0,4.0
E009,P001,2026-05-29,4.08,2.1,7.2
E010,P002,2026-05-29,1.65,2.49,6.0
E001,P003,2026-05-30,5.41,3.94,7.2
E002,P003,2026-05-30,4.4,2.6,8.0
E003,P001,2026-05-30,3.33,4.55,4.0
E004,P001,2026-05-30,2.29,1.32,7.2
E005,P001,2026-05-30,0.65,0.0,7.2
E006,P002,2026-05-30,2.7,4.18,8.0
E007,P002,2026-05-30,1.12,0.45,4.0
E008,P003,2026-05-30,0.21,0.18,4.0
E009,P001,2026-05-30,5.24,5.18,7.2
E010,P003,2026-05-30,3.18,1.83,6.0
E001,P002,2026-05-31,1.5,0.69,7.2
E002,P003,2026-05-31,1.23,0.0,8.0
E003,P002,2026-05-31,1.39,1.02,4.0
E004,P002,2026-05-31,0.41,0.0,7.2
E005,P001,2026-05-31,2.43,3.64,7.2
E006,P003,2026-05-31,5.13,4.17,8.0
E007,P002,2026-05-31,1.35,0.6,4.0
E008,P001,2026-05-31,0.92,0.57,4.0
E009,P002,2026-05-31,6.3,7.46,7.2
E010,P001,2026-05-31,3.27,1.7,6.0
E001,P001,2026-06-01,1.13,2.08,7.2
E002,P001,2026-06-01,0.66,0.0,8.0
E003,P002,2026-06-01,0.12,0.0,4.0
E004,P003,2026-06-01,7.12,9.03,7.2
E005,P002,2026-06-01,2.53,3.58,7.2
E006,P001,2026-06-01,6.93,6.09,8.0
E007,P001,2026-06-01,3.07,2.81,4.0
E008,P002,2026-06-01,1.71,1.03,4.0
E009,P001,2026-06-01,3.61,4.18,7.2
E010,P003,2026-06-01,5.61,6.36,6.0
E001,P001,2026-06-02,0.93,0.0,7.2
E002,P003,2026-06-02,0.13,1.4,8.0
E003,P003,2026-06-02,1.88,1.85,4.0
E004,P001,2026-06-02,4.7,5.82,7.2
E005,P003,2026-06-02,1.82,3.28,7.2
E006,P003,2026-06-02,1.01,2.92,8.0
E007,P003,2026-06-02,3.86,2.4,4.0
E008,P003,2026-06-02,2.71,3.08,4.0
E009,P002,2026-06-02,5.51,3.54,7.2
E010,P002,2026-06-02,2.57,1.68,6.0
E001,P001,2026-06-03,0.13,0.0,7.2
E002,P002,2026-06-03,1.87,2.37,8.0
E003,P001,2026-06-03,2.61,1.61,4.0
E004,P002,2026-06-03,0.94,1.37,7.2
E005,P002,2026-06-03,0.32,1.26,7.2
E006,P002,2026-06-03,1.47,1.84,8.0
E007,P001,2026-06-03,1.86,0.0,4.0
E008,P001,2026-06-03,1.03,0.0,4.0
E009,P002,2026-06-03,3.07,3.26,7.2
E010,P002,2026-06-03,1.78,2.43,6.0
E001,P002,2026-06-04,2.86,4.09,7.2
E002,P001,2026-06-04,4.62,4.87,8.0
E003,P001,2026-06-04,0.28,0.0,4.0
E004,P002,2026-06-04,0.92,2.12,7.2
E005,P002,2026-06-04,2.93,1.5,7.2
E006,P001,2026-06-04,2.35,2.45,8.0
E007,P001,2026-06-04,3.6,4.77,4.0
E008,P001,2026-06-04,3.35,3.81,4.0
E009,P002,2026-06-04,2.13,0.13,7.2
E010,P003,2026-06-04,0.49,2.19,6.0
E001,P001,2026-06-05,4.56,4.94,7.2
E002,P003,2026-06-05,0.34,1.08,8.0
E003,P001,2026-06-05,2.66,2.89,4.0
E004,P003,2026-06-05,0.91,2.16,7.2
E005,P001,2026-06-05,5.99,7.66,7.2
E006,P002,2026-06-05,2.55,4.12,8.0
E007,P003,2026-06-05,2.92,4.04,4.0
E008,P003,2026-06-05,3.56,1.62,4.0
E009,P003,2026-06-05,2.57,1.59,7.2
E010,P002,2026-06-05,0.55,1.81,6.0
E001,P001,2026-06-06,6.89,7.16,7.2
E002,P001,2026-06-06,4.42,5.67,8.0
E003,P003,2026-06-06,1.52,1.95,4.0
E004,P003,2026-06-06,1.73,0.11,7.2
E005,P003,2026-06-06,0.58,1.9,7.2
E006,P002,2026-06-06,3.55,3.68,8.0
E007,P002,2026-06-06,0.26,1.83,4.0
E008,P003,2026-06-06,3.25,2.56,4.0
E009,P003,2026-06-06,2.29,2.25,7.2
E010,P002,2026-06-06,3.55,4.33,6.0
E001,P001,2026-06-07,4.55,3.07,7.2
E002,P003,2026-06-07,0.96,1.25,8.0
E003,P001,2026-06-07,3.22,2.92,4.0
E004,P003,2026-06-07,5.26,5.73,7.2
E005,P001,2026-06-07,4.85,5.92,7.2
E006,P003,2026-06-07,4.94,6.34,8.0
E007,P003,2026-06-07,0.9,1.11,4.0
E008,P002,2026-06-07,0.43,0.35,4.0
E009,P003,2026-06-07,2.0,3.09,7.2
E010,P003,2026-06-07,4.99,6.9,6.0
E001,P003,2026-06-08,3.92,2.85,7.2
E002,P002,2026-06-08,2.37,4.1,8.0
E003,P002,2026-06-08,1.99,2.75,4.0
E004,P002,2026-06-08,4.31,4.92,7.2
E005,P001,2026-06-08,7.03,7.21,7.2
E006,P002,2026-06-08,7.15,5.45,8.0
E007,P003,2026-06-08,1.86,0.62,4.0
E008,P002,2026-06-08,3.08,2.43,4.0
E009,P003,2026-06-08,6.56,4.65,7.2
E010,P001,2026-06-08,5.85,7.18,6.0
E001,P002,2026-06-09,2.39,3.09,7.2
E002,P003,2026-06-09,7.45,8.15,8.0
E003,P002,2026-06-09,1.65,3.39,4.0
E004,P003,2026-06-09,5.69,4.96,7.2
E005,P003,2026-06-09,6.98,6.49,7.2
E006,P002,2026-06-09,3.73,2.04,8.0
E007,P002,2026-06-09,0.65,1.28,4.0
E008,P001,2026-06-09,0.43,0.0,4.0
E009,P001,2026-06-09,6.28,6.09,7.2
E010,P001,2026-06-09,2.49,2.04,6.0
E001,P003,2026-06-10,4.44,4.27,7.2
E002,P002,2026-06-10,0.49,1.75,8.0
E003,P002,2026-06-10,2.92,1.46,4.0
E004,P001,2026-06-10,1.09,1.0,7.2
E005,P003,2026-06-10,3.78,2.23,7.2
E006,P003,2026-06-10,2.7,1.21,8.0
E007,P001,2026-06-10,2.7,0.85,4.0
E008,P003,2026-06-10,2.79,1.65,4.0
E009,P003,2026-06-10,4.29,5.77,7.2
E010,P003,2026-06-10,0.7,0.0,6.0
E001,P002,2026-06-11,3.82,4.53,7.2
E002,P002,2026-06-11,1.19,0.0,8.0
E003,P001,2026-06-11,0.57,0.0,4.0
E004,P003,2026-06-11,2.68,3.13,7.2
E005,P003,2026-06-11,6.76,7.79,7.2
E006,P003,2026-06-11,4.02,2.82,8.0
E007,P002,2026-06-11,1.91,2.43,4.0
E008,P002,2026-06-11,1.44,0.67,4.0
E009,P003,2026-06-11,6.77,5.27,7.2
E010,P002,2026-06-11,5.93,5.23,6.0
E001,P002,2026-06-12,5.2,3.36,7.2
E002,P002,2026-06-12,3.76,3.45,8.0
E003,P002,2026-06-12,3.74,4.43,4.0
E004,P001,2026-06-12,1.07,2.22,7.2
E005,P002,2026-06-12,0.16,2.09,7.2
E006,P001,2026-06-12,0.1,0.0,8.0
E007,P003,2026-06-12,0.53,0.29,4.0
E008,P003,2026-06-12,1.52,0.0,4.0
E009,P003,2026-06-12,1.36,1.2,7.2
E010,P002,2026-06-12,1.3,1.07,6.0
E001,P003,2026-06-13,1.42,1.18,7.2
E002,P003,2026-06-13,4.7,4.12,8.0
E003,P001,2026-06-13,0.27,0.0,4.0
E004,P003,2026-06-13,4.55,5.68,7.2
E005,P001,2026-06-13,0.1,0.0,7.2
E006,P003,2026-06-13,4.33,4.75,8.0
E007,P003,2026-06-13,2.5,2.79,4.0
E008,P001,2026-06-13,3.28,4.58,4.0
E009,P001,2026-06-13,5.5,5.59,7.2
E010,P002,2026-06-13,3.26,2.75,6.0
E001,P003,2026-06-14,3.18,1.83,7.2
E002,P003,2026-06-14,5.94,4.91,8.0
E003,P003,2026-06-14,0.2,0.0,4.0
E004,P001,2026-06-14,6.86,8.39,7.2
E005,P003,2026-06-14,1.4,1.3,7.2
E006,P003,2026-06-14,0.5,0.0,8.0
E007,P003,2026-06-14,2.08,4.06,4.0
E008,P001,2026-06-14,2.23,4.07,4.0
E009,P001,2026-06-14,6.61,7.72,7.2
E010,P002,2026-06-14,1.11,1.28,6.0
E001,P001,2026-06-15,3.25,2.57,7.2
E002,P002,2026-06-15,3.63,3.44,8.0
E003,P002,2026-06-15,0.68,0.0,4.0
E004,P002,2026-06-15,5.45,6.17,7.2
E005,P001,2026-06-15,0.43,1.19,7.2
E006,P001,2026-06-15,7.59,6.16,8.0
E007,P001,2026-06-15,0.36,0.0,4.0
E008,P003,2026-06-15,0.02,0.7,4.0
E009,P003,2026-06-15,2.38,3.45,7.2
E010,P001,2026-06-15,2.49,0.59,6.0
E001,P001,2026-06-16,0.16,2.11,7.2
E002,P003,2026-06-16,7.74,7.94,8.0
E003,P003,2026-06-16,1.57,0.52,4.0
E004,P001,2026-06-16,0.37,0.84,7.2
E005,P002,2026-06-16,4.88,5.07,7.2
E006,P002,2026-06-16,2.66,3.78,8.0
E007,P001,2026-06-16,1.12,0.52,4.0
E008,P003,2026-06-16,3.38,2.67,4.0
E009,P002,2026-06-16,6.3,7.62,7.2
E010,P001,2026-06-16,3.78,4.74,6.0
E001,P002,2026-06-17,1.3,2.5,7.2
E002,P002,2026-06-17,6.48,5.57,8.0
E003,P003,2026-06-17,1.49,1.58,4.0
